category,prefecture,store_name,address,phone
自転車販売店,静岡県,（株）あさひサイクルベースあさひ三島店,静岡県三島市富田町１－２３,055-973-7111
自転車販売店,静岡県,下田市清掃センター,静岡県下田市敷根１３－１１,0558-22-6686
自転車販売店,静岡県,モト・マックス,静岡県下田市６丁目３－２８,0558-22-6772
自転車販売店,静岡県,伊東市伊東市役所　環境課,静岡県伊東市大原２－１－１,0557-32-1371
自転車販売店,静岡県,伊東市御石ケ沢清掃工場,静岡県伊東市宇佐美３５９６－４,0557-47-2675
自転車販売店,静岡県,栗原輪業,静岡県伊東市新井町２－１－９,0557-37-1366
自転車販売店,静岡県,（有）富岡輪店,静岡県伊豆の国市四日町２８６－１,055-949-1139
自転車販売店,静岡県,（株）あさひサイクルベースあさひ富士宮店,静岡県富士宮市西小泉町２０－５,0544-25-7370
自転車販売店,静岡県,（株）あさひサイクルベースあさひ富士店,静岡県富士市青葉町３７５,0545-66-4822
自転車販売店,静岡県,マスイサイクル,静岡県島田市本通１－２９０４,0547-37-3388
自転車販売店,静岡県,（有）大石自動車,静岡県掛川市千浜６４５６－１,0537-72-5529
自転車販売店,静岡県,（株）あさひサイクルベースあさひ掛川店,静岡県掛川市大池３０３２－１,0537-62-4090
自転車販売店,静岡県,沼津市市役所　クリーンセンター,静岡県沼津市上香貫三ノ洞２４１７－１,055-933-0768
自転車販売店,静岡県,小林サイクル商会,静岡県沼津市今沢６８７－１０,055-966-6074
自転車販売店,静岡県,（株）あさひサイクルベースあさひ沼津店,静岡県沼津市宮前町１－１,055-929-0521
自転車販売店,静岡県,ナカノサイクル富塚店,静岡県浜松市中区富塚町１８８３－１,053-472-1431
自転車販売店,静岡県,プレステージ,静岡県浜松市中区早出町１２００－１６,053-461-4410
自転車販売店,静岡県,（有）エルドラード浜松ＹＳＰ浜松,静岡県浜松市中区茄子町３５３－１５,053-465-4545
自転車販売店,静岡県,（株）ＫＭ元浜ＫＭ元浜,静岡県浜松市中央区元浜町７６－５,053-478-0877
自転車販売店,静岡県,（株）あさひサイクルベースあさひ浜松入野店,静岡県浜松市中央区入野町６０７８－１,053-415-3053
自転車販売店,静岡県,（株）あさひサイクルベースあさひ浜松店,静岡県浜松市中央区将監町２７－８,053-411-5375
自転車販売店,静岡県,（株）あさひサイクルベースあさひ浜松幸店,静岡県浜松市中央区幸２－１－７,053-416-3933
自転車販売店,静岡県,（株）古橋商会高町本店,静岡県浜松市中央区高町２００－１,053-453-5985
自転車販売店,静岡県,かもとう輪店,静岡県浜松市北区三方原町１４３５－８,053-436-0254
自転車販売店,静岡県,（株）古橋モータース初生店,静岡県浜松市北区初生町２８７－４,053-437-6550
自転車販売店,静岡県,カモトウサイクルＲＳカモトウ　二輪車,静岡県浜松市北区細江町中川７１７２－５６,053-522-0463
自転車販売店,静岡県,（有）丸亀自動車販売,静岡県浜松市南区新橋町１７８３,053-447-0366
自転車販売店,静岡県,上野サイクル,静岡県浜松市東区西ヶ崎町７０７,053-434-0868
自転車販売店,静岡県,原田オートサイクル,静岡県浜松市浜北区貴布祢４１６－４,053-587-7291
自転車販売店,静岡県,（株）あさひサイクルベースあさひサンストリート浜北店,静岡県浜松市浜名区平口２８６１,053-584-2170
自転車販売店,静岡県,田中モータース,静岡県浜松市西区庄内町８２８－４,053-487-0836
自転車販売店,静岡県,湖西市役所,静岡県湖西市吉美３２６８,053-576-1111
自転車販売店,静岡県,湖西市環境センター,静岡県湖西市吉美３２９４－４７,053-577-1280
自転車販売店,静岡県,ツーサイクル,静岡県湖西市吉美９６１－１０２,053-522-7181
自転車販売店,静岡県,（有）フジノ商会,静岡県湖西市岡崎２２５４－１４,053-578-2776
自転車販売店,静岡県,（有）スギモトコーポレーション,静岡県湖西市新居町内山１３８－２,053-594-0538
自転車販売店,静岡県,湖西市新居地域センター,静岡県湖西市新居町浜名５１９－１,053-594-1111
自転車販売店,静岡県,湖西市西部地域センター,静岡県湖西市駅南２－４－１,053-577-2867
自転車販売店,静岡県,（株）あさひサイクルベースあさひ焼津店,静岡県焼津市八楠３－１１－１０,054-620-9225
自転車販売店,静岡県,熱海市エコ・プラント姫の沢,静岡県熱海市熱海字笹尻１８０４－８,0557-82-1153
自転車販売店,静岡県,（株）河原崎自転車商会,静岡県牧之原市波津１７１３,0548-52-0144
自転車販売店,静岡県,富岡輪店熱函店,静岡県田方郡函南町仁田８０－１０,055-979-6769
自転車販売店,静岡県,（有）モトベアカンパニーＹＳモト・ベアー,静岡県磐田市西之島４２－１,0538-34-6935
自転車販売店,静岡県,磯部自転車商会,静岡県磐田市西貝塚２１６－１,0538-35-6559
自転車販売店,静岡県,（株）伊藤商会,静岡県磐田市見付４９０,0538-32-6614
自転車販売店,静岡県,（株）あさひサイクルベースあさひ磐田店,静岡県磐田市見付５０７１,0538-39-1781
自転車販売店,静岡県,杉田商会,静岡県菊川市高橋３６８５－４,0537-73-2412
自転車販売店,静岡県,志太広域事務組合リサイクルセンター,静岡県藤枝市岡部町内谷８３３－２,054-667-2626
自転車販売店,静岡県,（株）あさひサイクルベースあさひ藤枝店,静岡県藤枝市水上１０－１０,054-645-7588
自転車販売店,静岡県,（有）エルドラード浜松ＹＳＰ袋井,静岡県袋井市国本２１０４－１,0538-43-4646
自転車販売店,静岡県,サイクルショップゆみげた,静岡県袋井市高尾町２－１７,0538-42-3021
自転車販売店,静岡県,裾野市美化センター,静岡県裾野市大畑２１５－２,055-992-3210
自転車販売店,静岡県,青木商会,静岡県静岡市清水区八木間町３１１,0543-69-0658
自転車販売店,静岡県,（株）あさひサイクルベースあさひ清水草薙店,静岡県静岡市清水区草薙一里山２６－１３,054-344-5671
自転車販売店,静岡県,（株）あさひサイクルベースあさひ静岡流通通り店,静岡県静岡市葵区東千代田２－１１－１３,054-655-9130
自転車販売店,静岡県,（有）栗田商会,静岡県静岡市葵区横田町８－１６,054-252-2723
自転車販売店,静岡県,ＨＯＮＤＡ　Ｓｈｏｐパドック,静岡県静岡市葵区牧ヶ谷２２５１,054-278-1878
自転車販売店,静岡県,山下商会,静岡県静岡市葵区茶町２－６,054-252-0848
自転車販売店,静岡県,コジマ×ビックカメラ静岡店１階電動アシスト自転車売場,静岡県静岡市駿河区国吉田１－１－５７,054-208-5711
自転車販売店,静岡県,（株）あさひサイクルベースあさひ静岡インター通店,静岡県静岡市駿河区西中原１－６－２７,054-203-3557
自転車販売店,静岡県,増田オートショップ,静岡県静岡市駿河区西脇９８０－１,054-283-9324
自転車販売店,静岡県,松下輪業,静岡県静岡市駿河区馬渕２－１５－１３,054-285-2349
自転車販売店,静岡県,長泉町塵芥焼却場,静岡県駿東郡長泉町東野１４３－１１,055-986-8393
