category,prefecture,store_name,address,phone
電気製品販売店・自治体施設等,岩手県,（株）ヤマダデンキテックランドＮｅｗ一関店,岩手県一関市中里字南白幡１４７,0191-48-5757
電気製品販売店・自治体施設等,岩手県,（株）デンコードーケーズデンキ一関店,岩手県一関市中里字荒谷５０,0191-31-1811
電気製品販売店・自治体施設等,岩手県,（株）サンデー千厩店,岩手県一関市千厩町千厩字東小田６２,0191-52-3301
電気製品販売店・自治体施設等,岩手県,（株）ヤマダデンキマツヤデンキせんまや店,岩手県一関市千厩町千厩字東小田９０,0191-52-2857
電気製品販売店・自治体施設等,岩手県,（株）サンデーホームマート大東店,岩手県一関市大東町大原字稗ノ沢１９,0191-72-3320
電気製品販売店・自治体施設等,岩手県,（有）松本電気商会,岩手県一関市大東町摺沢字但馬崎１２－３４,0191-75-2420
電気製品販売店・自治体施設等,岩手県,ＤＣＭ（株）ＤＣＭ一関店,岩手県一関市山目字大槻９７,0191-21-1151
電気製品販売店・自治体施設等,岩手県,イオン東北（株）イオン一関店,岩手県一関市山目泥田８９－１,0191-25-6000
電気製品販売店・自治体施設等,岩手県,イオンスーパーセンター（株）イオンスーパーセンター一関店,岩手県一関市狐禅寺字一ノ瀬１１－１,0191-31-6235
電気製品販売店・自治体施設等,岩手県,（有）千葉無線商会,岩手県一関市花泉町花泉字袋２８－９,0191-82-3395
電気製品販売店・自治体施設等,岩手県,ＤＣＭ（株）ＤＣＭ花泉店,岩手県一関市花泉町金沢字水門６０,0191-82-3200
電気製品販売店・自治体施設等,岩手県,ＤＣＭ（株）ＤＣＭ大槌店,岩手県上閉伊郡大槌町小鎚第２７地割３－４,0193-42-7851
電気製品販売店・自治体施設等,岩手県,ＤＣＭ（株）ＤＣＭ山田店,岩手県下閉伊郡山田町大沢第２地割４０－１,0193-82-0888
電気製品販売店・自治体施設等,岩手県,（有）三陸電気,岩手県下閉伊郡山田町豊間根３－１７２－１,0193-86-2526
電気製品販売店・自治体施設等,岩手県,（有）サトーホームワンサトー,岩手県下閉伊郡山田町豊間根３－４３－６,0193-86-2164
電気製品販売店・自治体施設等,岩手県,（有）川村電気商会,岩手県下閉伊郡山田町長崎３－１－１２,0193-82-3077
電気製品販売店・自治体施設等,岩手県,（有）トダテ電化,岩手県久慈市川崎町９－２２,0194-52-3943
電気製品販売店・自治体施設等,岩手県,（株）デンコードーケーズデンキ久慈店,岩手県久慈市長内町第２９地割８－１,0194-53-9520
電気製品販売店・自治体施設等,岩手県,（株）サンデー久慈長内店,岩手県久慈市長内町第３３地割１１－１,0194-52-8870
