category,prefecture,store_name,address,phone
電気製品販売店・自治体施設等,神奈川県,三浦市清掃事業所,神奈川県三浦市三崎町１００４－３,046-882-1111
電気製品販売店・自治体施設等,神奈川県,三浦市都市環境部　廃棄物対策課,神奈川県三浦市南下浦町毘沙門１１－２,046-882-1111
電気製品販売店・自治体施設等,神奈川県,葉山町町立図書館,神奈川県三浦郡葉山町堀内１８７４,046-876-1153
電気製品販売店・自治体施設等,神奈川県,葉山町クリーンセンター,神奈川県三浦郡葉山町堀内２１３５,046-876-1153
電気製品販売店・自治体施設等,神奈川県,太田電気商会さくらかでん大磯店,神奈川県中郡大磯町国府新宿４４９－１,0463-71-2026
電気製品販売店・自治体施設等,神奈川県,ロイヤルホームセンター湘南大磯店,神奈川県中郡大磯町高麗３－４－１７,0463-33-8851
電気製品販売店・自治体施設等,神奈川県,ロイヤルホームセンター伊勢原店,神奈川県伊勢原市板戸８,0463-92-8021
電気製品販売店・自治体施設等,神奈川県,（株）エディオンいせはらｃｏｍａ店,神奈川県伊勢原市桜台１－３－３３Ｆ　３０１区画,0463-96-4311
電気製品販売店・自治体施設等,神奈川県,（株）イトーヨーカ堂伊勢原店,神奈川県伊勢原市桜台１－８－１,0463-96-5111
電気製品販売店・自治体施設等,神奈川県,伊勢原市経済環境部　清掃リサイクル課,神奈川県伊勢原市神戸３７８環境美化センター,0463-94-7502
電気製品販売店・自治体施設等,神奈川県,ＤＣＭ（株）ＤＣＭ南足柄店,神奈川県南足柄市怒田２８１６－３６,0465-71-1201
電気製品販売店・自治体施設等,神奈川県,コーナン商事（株）ホームセンターコーナン厚木下荻野店,神奈川県厚木市下荻野１２００－１,046-243-3939
電気製品販売店・自治体施設等,神奈川県,上新電機（株）厚木下荻野店,神奈川県厚木市下荻野１２００－１,046-243-2811
電気製品販売店・自治体施設等,神奈川県,イオンリテール（株）イオン厚木店,神奈川県厚木市中町１－５－１０,046-223-5311
電気製品販売店・自治体施設等,神奈川県,（有）うるし原冷熱パナハートうるしばら,神奈川県厚木市妻田北３－２１－５,046-224-2262
電気製品販売店・自治体施設等,神奈川県,ホダカ（株）ホダカ厚木店,神奈川県厚木市山際５３２－４,046-204-2231
電気製品販売店・自治体施設等,神奈川県,ＤＣＭ（株）ＤＣＭ厚木戸室店,神奈川県厚木市戸室５－６－３,046-222-7411
電気製品販売店・自治体施設等,神奈川県,（株）ヤマダデンキテックランド厚木店,神奈川県厚木市林４－２５－２８,046-294-1020
電気製品販売店・自治体施設等,神奈川県,（株）ケーズホールディングスケーズデンキ厚木店,神奈川県厚木市田村町１－２６,046-206-5150
電気製品販売店・自治体施設等,神奈川県,ＤＣＭ（株）ＤＣＭ厚木店,神奈川県厚木市船子１０７７,046-248-7088
電気製品販売店・自治体施設等,神奈川県,アークランズ（株）スーパービバホーム厚木南インター店,神奈川県厚木市酒井１６０１－４,046-230-5611
電気製品販売店・自治体施設等,神奈川県,（株）ヤマダデンキテックランドダイクマヤマダ厚木店,神奈川県厚木市長谷６－２０,046-250-5019
電気製品販売店・自治体施設等,神奈川県,イオンリテール（株）イオン大和鶴間店,神奈川県大和市下鶴間１－２－１,046-200-3300
電気製品販売店・自治体施設等,神奈川県,（株）イトーヨーカ堂大和鶴間店,神奈川県大和市下鶴間１－３－１,046-261-1211
電気製品販売店・自治体施設等,神奈川県,（株）ヤマダデンキテックランド大和店,神奈川県大和市下鶴間５２６－１,046-271-3056
電気製品販売店・自治体施設等,神奈川県,（株）ケーズホールディングスケーズデンキ中央林間店,神奈川県大和市中央林間７－７－１,046-240-8899
電気製品販売店・自治体施設等,神奈川県,やまと家電（株）営業部,神奈川県大和市中央３－９－２８,046-263-2767
電気製品販売店・自治体施設等,神奈川県,ＤＣＭ（株）ＤＣＭ大和深見店,神奈川県大和市深見東１－２－３３,046-261-8311
電気製品販売店・自治体施設等,神奈川県,（株）ヤマダデンキテックランドＮｅｗ大和深見店,神奈川県大和市深見４８８－１,046-264-3100
電気製品販売店・自治体施設等,神奈川県,大和市環境管理センター,神奈川県大和市草柳３－１２－１,046-269-1522
電気製品販売店・自治体施設等,神奈川県,（株）エディオンダイナシティ小田原店,神奈川県小田原市中里２９６－１ダイナシティＥＡＳＴ３階,0465-45-1811
電気製品販売店・自治体施設等,神奈川県,（株）イトーヨーカ堂小田原店,神奈川県小田原市中里２９６－１,0465-49-6611
電気製品販売店・自治体施設等,神奈川県,（有）ユニオン商会,神奈川県小田原市南町２－２－５８,0465-23-1451
電気製品販売店・自治体施設等,神奈川県,アークランズ（株）スーパービバホーム小田原国府津店,神奈川県小田原市小八幡７７３－１,0465-49-9811
電気製品販売店・自治体施設等,神奈川県,ホダカ（株）ホダカ小田原店,神奈川県小田原市成田１４３－４,0465-39-1551
電気製品販売店・自治体施設等,神奈川県,（株）ケーズホールディングスケーズデンキ小田原店,神奈川県小田原市東町５－１３－２２,0465-32-3332
電気製品販売店・自治体施設等,神奈川県,ＤＣＭ（株）ＤＣＭ小田原店,神奈川県小田原市飯泉字丹花前５０１－１,0465-49-6771
電気製品販売店・自治体施設等,神奈川県,（株）和田電機富水店,神奈川県小田原市飯田岡１２８－７,0465-37-2321
電気製品販売店・自治体施設等,神奈川県,（株）ヤマダデンキテックランド鴨宮店,神奈川県小田原市鴨宮６３１－１,0465-48-6122
