category,prefecture,store_name,address,phone
電気製品販売店・自治体施設等,石川県,（株）ヤマダデンキテックランドかほく店,石川県かほく市宇野気イ１０５－１,076-283-7822
電気製品販売店・自治体施設等,石川県,（株）ロッキーホームセンターロッキー　七尾店,石川県七尾市古府町か３１－１,0767-57-5345
電気製品販売店・自治体施設等,石川県,坂井音響テレビ店,石川県七尾市和倉町ラ部９－６,0767-62-2343
電気製品販売店・自治体施設等,石川県,（有）元橋電機,石川県七尾市細口町ホ部４,0767-52-4186
電気製品販売店・自治体施設等,石川県,（株）ヤマダデンキテックランド七尾店,石川県七尾市藤橋町申部６,0767-53-8666
電気製品販売店・自治体施設等,石川県,ＤＣＭ（株）ＤＣＭ七尾店,石川県七尾市藤橋町酉３９,076-754-0061
電気製品販売店・自治体施設等,石川県,（株）平和堂アルプラザ加賀,石川県加賀市作見町ル２５－１,0761-73-5300
電気製品販売店・自治体施設等,石川県,（株）北越ケーズケーズデンキ加賀店,石川県加賀市作見町７４－１,0761-75-5151
電気製品販売店・自治体施設等,石川県,（株）ヤマダデンキテックランド加賀店,石川県加賀市加茂町チ２４,0761-76-1020
電気製品販売店・自治体施設等,石川県,ＤＣＭ（株）ＤＣＭ加賀店,石川県加賀市加茂町１１６－２,0761-76-4585
電気製品販売店・自治体施設等,石川県,（有）コムラ電器,石川県加賀市塩浜町に８２,0761-74-2245
電気製品販売店・自治体施設等,石川県,ＤＣＭ（株）ＤＣＭ２１小松店,石川県小松市不動島町１,0761-23-0520
電気製品販売店・自治体施設等,石川県,（株）北越ケーズケーズデンキ小松店,石川県小松市不動島町６８番地,0761-21-1333
電気製品販売店・自治体施設等,石川県,（株）平和堂アルプラザ小松,石川県小松市園町ハ２３－１,0761-23-1211
電気製品販売店・自治体施設等,石川県,（有）タニグチムセン,石川県小松市打越町乙６８,0761-21-7070
電気製品販売店・自治体施設等,石川県,（株）ヤマダデンキテックランドＮｅｗ小松店,石川県小松市沖町６１１,0761-22-9191
