category,prefecture,store_name,address,phone
自転車販売店,熊本県,上天草市市役所,熊本県上天草市大矢野上１５１４,0964-26-5541
自転車販売店,熊本県,人吉球磨広域行政組合人吉球磨クリーンプラザ,熊本県人吉市赤池水無町１２６９－１,0966-22-1414
自転車販売店,熊本県,（株）あさひサイクルベースあさひ八代店,熊本県八代市田中西町１０－９－２,0965-31-1181
自転車販売店,熊本県,天草市天草市五和支所,熊本県天草市五和町御領２９４３,0969-32-1111
自転車販売店,熊本県,天草市天草市倉岳支所,熊本県天草市倉岳町棚底１９１９,0969-64-3111
自転車販売店,熊本県,天草市天草市天草支所,熊本県天草市天草町高浜南４８８－１,0969-42-1111
自転車販売店,熊本県,天草市天草市新和支所,熊本県天草市新和町小宮地６６９－１,0969-46-2111
自転車販売店,熊本県,天草市天草市有明支所,熊本県天草市有明町赤崎３３８３,0969-53-1111
自転車販売店,熊本県,天草市天草市役所,熊本県天草市東浜町８－１,0969-32-7861
自転車販売店,熊本県,天草市天草市栖本支所,熊本県天草市栖本町馬場１７９,0969-66-3111
自転車販売店,熊本県,天草市天草市河浦支所,熊本県天草市河浦町河浦５２５３,0969-76-1111
自転車販売店,熊本県,天草市天草市複合施設（ここらす）,熊本県天草市浄南町４－１５,0969-27-7788
自転車販売店,熊本県,小田輪業,熊本県天草市牛深町２０４０－５,0969-72-2284
自転車販売店,熊本県,天草市天草市牛深支所,熊本県天草市牛深町２２８６－１０３,0969-73-2111
自転車販売店,熊本県,苓北町水道環境課,熊本県天草郡苓北町志岐６６０,0969-35-1111
自転車販売店,熊本県,水俣市環境クリーンセンター,熊本県水俣市築地９－４０,0966-62-4101
自転車販売店,熊本県,（株）あさひサイクルベースあさひ水前寺店,熊本県熊本市中央区国府１－１２－１,096-211-5685
自転車販売店,熊本県,（株）あさひサイクルベースあさひ帯山店,熊本県熊本市中央区帯山５－３３－１１,096-213-6553
自転車販売店,熊本県,熊本市廃棄物計画課,熊本県熊本市中央区手取本町１－１,096-328-2359
自転車販売店,熊本県,（株）あさひサイクルベースあさひ北熊本店,熊本県熊本市北区山室３－５－１,096-341-5911
自転車販売店,熊本県,（株）あさひサイクルベースあさひくまなん店,熊本県熊本市南区馬渡町２－１－２５,096-377-5074
自転車販売店,熊本県,（株）あさひサイクルベースあさひ健軍店,熊本県熊本市東区昭和町１０－１,096-214-0330
自転車販売店,熊本県,（有）ウイングナカヤマ,熊本県熊本市西区島崎２－１７－２９,096-352-5263
自転車販売店,熊本県,南関町税務住民課　環境対策係,熊本県玉名郡南関町大字関町６４,0968-57-8579
自転車販売店,熊本県,和水町役場　三加和支所,熊本県玉名郡和水町板楠７０,0968-34-3111
自転車販売店,熊本県,和水町住民環境課　生活環境係,熊本県玉名郡和水町江田３８８６和水町役場,0968-86-5727
自転車販売店,熊本県,有明広域行政事務組合東部環境センター,熊本県玉名郡玉東町大字木葉３８６,0968-75-5050
自転車販売店,熊本県,玉東町役場,熊本県玉名郡玉東町大字木葉７５９,0968-85-3183
自転車販売店,熊本県,有明広域行政事務組合クリーンパークファイブ,熊本県玉名郡長洲町大字名石浜４２－１,0968-78-4433
自転車販売店,熊本県,長洲町役場　住民環境課,熊本県玉名郡長洲町大字長洲２７６６,0968-78-3122
自転車販売店,熊本県,球磨サイクルセンター免田店,熊本県球磨郡あさぎり町免田西２３３７－２,0966-45-2900
自転車販売店,熊本県,サイクルハウス,熊本県荒尾市増永２０００－２０,0968-62-0690
自転車販売店,熊本県,桜山サイクル,熊本県荒尾市蔵満１８８８－１,0968-68-1333
自転車販売店,熊本県,荒尾市金山最終処分場,熊本県荒尾市金山１９７１,0968-68-5750
自転車販売店,熊本県,（株）アール・エス・シー,熊本県菊池郡大津町平川１７８４－１,096-293-3505
自転車販売店,熊本県,（株）あさひサイクルベースあさひ光の森店,熊本県菊池郡菊陽町光の森２－２２－２,096-340-2101
自転車販売店,熊本県,芦北町清掃センター,熊本県葦北郡芦北町大字湯浦３－１１９４,0966-86-0277
