category,prefecture,store_name,address,phone
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキベスト電器　イオン具志川店,沖縄県うるま市字前原幸崎原３０３イオン具志川ＳＣ内,098-983-6700
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキテックランド具志川店,沖縄県うるま市字前原１６７－１－１,098-982-6000
電気製品販売店・自治体施設等,沖縄県,（株）エディオン具志川メインシティ,沖縄県うるま市江洲４５０－１,098-974-4600
電気製品販売店・自治体施設等,沖縄県,（株）エディオン石川シティ,沖縄県うるま市石川２５２１－１,098-965-3350
電気製品販売店・自治体施設等,沖縄県,中城村役場　住民生活課　生活環境係,沖縄県中頭郡中城村字当間５８５－１,098-895-2132
電気製品販売店・自治体施設等,沖縄県,コジマ×ビックカメライオンモール沖縄ライカム店３階レジカウンター　電池売場,沖縄県中頭郡北中城村字ライカム１イオンモール沖縄ライカム　３Ｆ,098-931-9303
電気製品販売店・自治体施設等,沖縄県,北谷町保健相談センター,沖縄県中頭郡北谷町字桑江７３１保健相談センター,098-982-7033
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキベスト電器　イオン北谷店,沖縄県中頭郡北谷町字美浜８－３,098-936-9266
電気製品販売店・自治体施設等,沖縄県,嘉手納町産業環境課,沖縄県中頭郡嘉手納町字嘉手納５８８,098-956-1111
電気製品販売店・自治体施設等,沖縄県,（株）エディオン西原シティ,沖縄県中頭郡西原町字嘉手苅１３０　１階,098-882-9105
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキベスト電器　イオン読谷店,沖縄県中頭郡読谷村字古堅７４２－３０２,098-921-8800
電気製品販売店・自治体施設等,沖縄県,（株）エディオン大湾シティ,沖縄県中頭郡読谷村字大湾３４３,098-956-3244
電気製品販売店・自治体施設等,沖縄県,読谷村総務部　生活環境課,沖縄県中頭郡読谷村字座喜味２９０１,098-982-9214
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキテックランドイオンタウン南城大里店,沖縄県南城市大里字高平高宮城原９７－２,098-943-8638
電気製品販売店・自治体施設等,沖縄県,南部広域行政組合島尻環境美化センター,沖縄県南城市玉城字奥武９９６,098-948-7070
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキベスト電器　イオン名護店,沖縄県名護市名護見取川原４４７２イオン名護ＳＣ内,0980-52-6180
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキテックランド名護店,沖縄県名護市宮里７－２４－１,0980-43-5313
電気製品販売店・自治体施設等,沖縄県,（株）エディオン為又シティ,沖縄県名護市為又９０４－５為又シティ１階,0980-54-0500
電気製品販売店・自治体施設等,沖縄県,恩納村一般廃棄物最終処分場,沖縄県国頭郡恩納村字冨着１０４３－１５９,098-965-6486
電気製品販売店・自治体施設等,沖縄県,恩納村役場,沖縄県国頭郡恩納村字恩納２４５１,098-966-1205
電気製品販売店・自治体施設等,沖縄県,（株）エディオン宜野湾コンベンションシティ,沖縄県宜野湾市宇地泊３－６－１,098-898-3040
電気製品販売店・自治体施設等,沖縄県,宜野湾市役所　環境対策課,沖縄県宜野湾市野嵩１－１－１,098-893-4140
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキベスト電器　長田店,沖縄県宜野湾市長田１－１０－２,098-892-6701
電気製品販売店・自治体施設等,沖縄県,（株）エディオン宮古島シティ,沖縄県宮古島市平良字下里２５１１－４３,0980-73-1500
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキテックランド宮古島店,沖縄県宮古島市平良字松原６３８,0980-79-0686
電気製品販売店・自治体施設等,沖縄県,南部広域行政組合東部環境美化センター,沖縄県島尻郡与那原町字板良敷１６１２,098-946-3014
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキベスト電器　久米島店,沖縄県島尻郡久米島町大田５１７,098-985-3001
電気製品販売店・自治体施設等,沖縄県,南風原町町役場　総務部　住民環境課,沖縄県島尻郡南風原町字兼城６８６南風原町役場,098-889-1797
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキベスト電器　イオン南風原店,沖縄県島尻郡南風原町字宮平２６４イオン南風原ＳＣ内,098-940-6500
電気製品販売店・自治体施設等,沖縄県,イオン琉球（株）イオン南風原店,沖縄県島尻郡南風原町宮平２６４,098-940-6100
電気製品販売店・自治体施設等,沖縄県,（株）エディオンつかざんシティ,沖縄県島尻郡南風原町津嘉山１４７１－２,098-882-7710
電気製品販売店・自治体施設等,沖縄県,倉浜衛生施設組合管理棟,沖縄県沖縄市字池原３３９４,098-937-9942
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキベスト電器　美里店,沖縄県沖縄市美原１－２１－１０,098-938-7815
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキテックランド　てだこ浦西店,沖縄県浦添市前田三丁目１１－６,098-963-8500
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキベスト電器　西原インター店,沖縄県浦添市当山２－２－３,098-870-1110
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキＹＡＭＡＤＡｗｅｂ．ｃｏｍ浦添店,沖縄県浦添市港川２４１－３,098-870-1106
電気製品販売店・自治体施設等,沖縄県,（株）エディオン経塚シティ,沖縄県浦添市経塚６５２,098-871-3330
電気製品販売店・自治体施設等,沖縄県,（株）エディオン浦添パルコシティ,沖縄県浦添市西洲３－１－１,098-871-1230
電気製品販売店・自治体施設等,沖縄県,（株）エディオン石垣シティ,沖縄県石垣市真栄里３２７,0980-86-0039
電気製品販売店・自治体施設等,沖縄県,南部広域行政組合糸豊環境美化センター,沖縄県糸満市字束里７４－１,098-997-3078
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキテックランド豊見城店,沖縄県豊見城市字豊崎１－８６８,098-840-5950
電気製品販売店・自治体施設等,沖縄県,（株）エディオン豊見城ウイングシティ,沖縄県豊見城市字高安２６１－２,098-850-5120
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキテックランド那覇本店,沖縄県那覇市おもろまち２－５－３３,098-851-5040
電気製品販売店・自治体施設等,沖縄県,（株）エディオン那覇メインプレイス,沖縄県那覇市おもろまち４－４－９　１階,098-951-3333
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキベスト電器　天久店,沖縄県那覇市天久１－１－１,098-941-2811
電気製品販売店・自治体施設等,沖縄県,コジマ×ビックカメラ那覇店２階レジ３階レジ,沖縄県那覇市字安謝６６４－５,098-941-3001
電気製品販売店・自治体施設等,沖縄県,Ａｉｒ　ＢＩＣ　ＣＡＭＥＲＡ　那覇空港店店舗レジカウンター,沖縄県那覇市字鏡水１５０那覇空港出発ロビー２Ｆ,098-859-6111
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキベスト電器　イオン那覇店,沖縄県那覇市金城５－１０－２イオン那覇ＳＣ内,098-859-7711
電気製品販売店・自治体施設等,沖縄県,（株）ヤマダデンキベスト電器　首里りうぼう店,沖縄県那覇市首里久場川町２－１２２－１首里りうぼう１Ｆ,098-917-6071
