category,prefecture,store_name,address,phone
電気製品販売店・自治体施設等,栃木県,（株）ヤマダデンキテックランドさくら店,栃木県さくら市大字櫻野字八幡４３１－１,028-680-7601
電気製品販売店・自治体施設等,栃木県,コジマ×ビックカメラさくら店１階総合レジカウンター,栃木県さくら市櫻野１６０９,028-682-0811
電気製品販売店・自治体施設等,栃木県,（株）ヤマダデンキテックランド壬生店,栃木県下都賀郡壬生町おもちゃのまち３－２－２１,0282-25-6122
電気製品販売店・自治体施設等,栃木県,（株）サニーハウス・アダチ,栃木県下野市小金井３００９－６１,0285-44-3252
電気製品販売店・自治体施設等,栃木県,（株）ヤマダデンキテックランド佐野店,栃木県佐野市大橋町１０５４－５,0283-85-7373
電気製品販売店・自治体施設等,栃木県,（株）ケーズホールディングスケーズデンキ佐野店,栃木県佐野市田島町字東１２０－１,0283-20-1033
電気製品販売店・自治体施設等,栃木県,コジマ×ビックカメラ佐野店３階レジカウンター,栃木県佐野市高萩町１３３８－１,0283-21-1110
電気製品販売店・自治体施設等,栃木県,高根沢町環境課,栃木県塩谷郡高根沢町大字石末２０５３,028-675-8109
電気製品販売店・自治体施設等,栃木県,エルステップ　ワカマツヤ,栃木県大田原市中央１－３－１５,0287-22-3658
電気製品販売店・自治体施設等,栃木県,（有）花菱電機,栃木県大田原市中央１－６－２,0287-22-2863
電気製品販売店・自治体施設等,栃木県,大田原市市役所　生活環境課,栃木県大田原市本町１－４－１,0287-23-8706
電気製品販売店・自治体施設等,栃木県,（株）ヤマダデンキテックランド大田原店,栃木県大田原市浅香３－３７２８－２,0287-20-2531
電気製品販売店・自治体施設等,栃木県,大田原市市役所　湯津上支所,栃木県大田原市湯津上５－１０８１,0287-98-2113
電気製品販売店・自治体施設等,栃木県,（株）ベイシア電器大田原店,栃木県大田原市若松町５１６,0287-20-1500
電気製品販売店・自治体施設等,栃木県,大田原市市役所　黒羽支所,栃木県大田原市黒羽田町８４８,0287-54-1112
電気製品販売店・自治体施設等,栃木県,（株）ヤマダデンキテックランド宇都宮テクノ店,栃木県宇都宮市ゆいの杜６－１－７,028-666-6676
電気製品販売店・自治体施設等,栃木県,（株）ヤマダデンキテックランド　宇都宮インターパーク店,栃木県宇都宮市インターパーク４－１－９アクロスプラザ宇都宮インターパーク敷地内,028-678-6116
電気製品販売店・自治体施設等,栃木県,（株）ケーズホールディングスケーズデンキインターパーク宇都宮,栃木県宇都宮市インターパーク５－１－６,028-688-3115
電気製品販売店・自治体施設等,栃木県,（株）ヤマダデンキＹＡＭＡＤＡ　ｗｅｂ．ｃｏｍ宇都宮本店,栃木県宇都宮市元今泉３－１－１４,028-639-0161
電気製品販売店・自治体施設等,栃木県,コジマ×ビックカメラ宇都宮テラス店レジカウンター,栃木県宇都宮市宮みらい１－１宇都宮テラス４Ｆ,028-614-5252
電気製品販売店・自治体施設等,栃木県,（株）ヤマダデンキテックランド宇都宮南店,栃木県宇都宮市江曽島本町２２－８,028-684-0150
