category,prefecture,store_name,address,phone
自転車販売店,新潟県,（株）あさひサイクルベースあさひ燕三条店,新潟県三条市下須頃４３－１,0256-31-4370
自転車販売店,新潟県,サイクルショップ田辺,新潟県三条市東三条１－１６－１２,0256-32-1701
自転車販売店,新潟県,（有）塚田商会ティーディースポーツ,新潟県上越市富岡６０９,025-524-1702
自転車販売店,新潟県,（資）山岸商店,新潟県上越市柿崎区柿崎６４５２,025-536-2325
自転車販売店,新潟県,湯沢町三俣郵便局,新潟県南魚沼郡湯沢町大字三俣８７９－３,025-788-0291
自転車販売店,新潟県,湯沢町三国郵便局,新潟県南魚沼郡湯沢町大字三国２４１－１９,025-788-0291
自転車販売店,新潟県,湯沢町土樽郵便局,新潟県南魚沼郡湯沢町大字土樽４９８１－５,025-788-0291
自転車販売店,新潟県,湯沢町公民館,新潟県南魚沼郡湯沢町大字湯沢２８２２,025-788-0291
自転車販売店,新潟県,湯沢町役場　企画産業観光部　環境農林課,新潟県南魚沼郡湯沢町大字神立３００,025-788-0291
自転車販売店,新潟県,湯沢町湯沢郵便局,新潟県南魚沼郡湯沢町湯沢３－７－４,025-788-0291
自転車販売店,新潟県,妙高市あらい再資源センター,新潟県妙高市梨木７,0255-72-6841
自転車販売店,新潟県,小千谷市クリーンスポット大原,新潟県小千谷市大字ひ生丁５５７－２,0258-83-0731
自転車販売店,新潟県,ライダースサロンニーズ,新潟県新潟市中央区大島１９１－６,025-283-5631
自転車販売店,新潟県,（株）あさひサイクルベースあさひ新潟近江店,新潟県新潟市中央区近江３－３２－５,025-280-9195
自転車販売店,新潟県,（有）モトパークサイトウＹＳＰ新潟,新潟県新潟市北区石動１－１７－１５,025-386-6625
自転車販売店,新潟県,（株）あさひサイクルベースあさひ新潟河渡店,新潟県新潟市東区河渡本町１７－３５,025-279-2087
自転車販売店,新潟県,（株）あさひサイクルベースあさひ亀貝店,新潟県新潟市西区亀貝３０６４番地,025-264-1018
自転車販売店,新潟県,（株）あさひサイクルベースあさひ新発田店,新潟県新発田市舟入町３－３－３２,0254-20-1260
自転車販売店,新潟県,（株）関谷輪業バイクショップ　セキヤ,新潟県見附市今町４－１３－３５,0258-66-8610
自転車販売店,新潟県,（株）あさひサイクルベースあさひ長岡店,新潟県長岡市堺町１９８－１,0258-22-5200
自転車販売店,新潟県,魚沼市市民福祉部　生活環境課　廃棄物対策係,新潟県魚沼市中島７０７－１,025-792-3055
